id_invoice,issuedDate,country,service,total,discount,tax,invoiceStatus,balance,dueDate,client
39,28-12-2022,Nicaragua,Mobile App Development,4971.91,504.07,419.4,Pending,4887.24,05-01-2023,Company E
29,21-06-2023,Austria,IoT Solution,7141.35,321.83,432.47,Overdue,7251.99,05-07-2023,Company B
21,14-09-2022,Nauru,IoT Solution,5881.47,335.65,200.1,Paid,5745.92,24-09-2022,Company C
45,09-04-2023,Monaco,UI/UX Design,516.07,65.66,38.22,Pending,488.63,23-04-2023,Company C
29,07-09-2022,Northern Mariana Islands,IoT Solution,7006.9,1097.08,331.9,Overdue,6241.72,04-10-2022,Company C
78,17-08-2022,Finland,Mobile App Development,3848.64,277.58,201.28,Pending,3772.34,30-08-2022,Company E
46,20-01-2023,Algeria,Mobile App Development,4100.62,416.54,270.07,Overdue,3954.15,08-02-2023,Company A
30,02-12-2022,Armenia,Web Development,1560.44,43.7,102.03,Paid,1618.77,16-12-2022,Company A
22,22-11-2022,Lao People's Democratic Republic,Mobile App Development,1041.31,48.24,30.13,Pending,1023.2,18-12-2022,Company C
50,15-09-2022,North Macedonia,E-commerce Development,4108.26,558.83,153.79,Paid,3703.22,30-09-2022,Company C
18,17-03-2023,Suriname,Mobile App Development,1948.78,49.18,152.31,Pending,2051.91,14-04-2023,Company E
99,10-01-2023,Christmas Island,E-commerce Development,1515.94,240.18,91.24,Pending,1367,02-02-2023,Company A
57,29-01-2023,Nicaragua,Web Development,1638.35,320.28,46.52,Paid,1364.59,10-02-2023,Company E
86,20-11-2022,Palau,UI/UX Design,903.05,121.83,74.72,Overdue,855.94,19-12-2022,Company E
26,16-06-2023,French Polynesia,Mobile App Development,3605.95,39.25,7.49,Overdue,3574.19,30-06-2023,Company A
38,15-09-2022,Swaziland,E-commerce Development,4328.32,343.83,7.45,Pending,3991.94,28-09-2022,Company B
44,29-06-2023,Netherlands Antilles,Web Development,1970.5,109.14,12.7,Paid,1874.06,21-07-2023,Company A
62,26-07-2022,San Marino,E-commerce Development,4962.5,163.71,224.65,Overdue,5023.44,20-08-2022,Company A
46,29-01-2023,Central African Republic,E-commerce Development,2042.72,161.56,147.23,Overdue,2028.39,26-02-2023,Company A
90,20-03-2023,Bouvet Island (Bouvetoya),IoT Solution,6142.32,500.64,312.25,Paid,5953.93,02-04-2023,Company C
8,16-01-2023,Liberia,IoT Solution,2807.15,353.88,66.8,Paid,2520.07,28-01-2023,Company D
68,03-03-2023,Burkina Faso,Mobile App Development,2533.12,483.37,157.04,Paid,2206.79,12-03-2023,Company D
11,23-02-2023,Cook Islands,E-commerce Development,1185.74,69.29,93.24,Pending,1209.69,12-03-2023,Company A
20,31-08-2022,Azerbaijan,Mobile App Development,3166.05,542.44,187.26,Paid,2810.87,20-09-2022,Company D
85,29-03-2023,Nauru,UI/UX Design,972.73,193.22,55.2,Pending,834.71,24-04-2023,Company A
2,22-07-2022,South Africa,Web Development,1399,179.68,2.14,Pending,1221.46,30-07-2022,Company B
50,20-01-2023,Malta,IoT Solution,6111.67,417.67,147,Overdue,5841,19-02-2023,Company D
44,10-03-2023,Armenia,AI Solution,8019.59,378.67,743.46,Paid,8384.38,23-03-2023,Company D
36,18-07-2022,Liechtenstein,Web Development,748.71,16.45,32.47,Overdue,764.73,11-08-2022,Company A
19,10-10-2022,United Arab Emirates,Web Development,2764.71,243.1,216.02,Pending,2737.63,26-10-2022,Company D
51,21-02-2023,Comoros,E-commerce Development,4216.29,436.45,16.16,Overdue,3796,01-03-2023,Company E
71,25-08-2022,United Arab Emirates,E-commerce Development,3132.13,433.38,1.74,Paid,2700.49,06-09-2022,Company B
23,19-01-2023,San Marino,Mobile App Development,3411.39,0.15,57.99,Overdue,3469.23,27-01-2023,Company C
67,06-09-2022,Svalbard & Jan Mayen Islands,Mobile App Development,2463.37,464.05,202.86,Pending,2202.18,16-09-2022,Company D
70,29-01-2023,French Southern Territories,AI Solution,6774.7,955.87,217.61,Paid,6036.44,13-02-2023,Company A
43,22-05-2023,Botswana,IoT Solution,6012.29,792.8,339.71,Pending,5559.2,14-06-2023,Company A
13,05-04-2023,Peru,Mobile App Development,3563.21,556.05,77.31,Overdue,3084.47,20-04-2023,Company C
14,13-05-2023,Sweden,Web Development,530.5,35.12,52.9,Paid,548.28,11-06-2023,Company C
44,29-05-2023,Montserrat,IoT Solution,6877.96,683.18,487.53,Overdue,6682.31,24-06-2023,Company C
29,30-06-2023,Burundi,AI Solution,5643.5,858.38,214.61,Pending,4999.73,13-07-2023,Company D
73,09-10-2022,Cocos (Keeling) Islands,AI Solution,6273.43,547.57,261.11,Paid,5986.97,17-10-2022,Company A
67,23-05-2023,Iran,E-commerce Development,4248.45,586.84,41.15,Paid,3702.76,16-06-2023,Company D
5,02-12-2022,Ethiopia,IoT Solution,6158.14,122.99,267.76,Paid,6302.91,30-12-2022,Company D
96,12-08-2022,United Arab Emirates,Web Development,2388.95,325.31,179.32,Overdue,2242.96,19-08-2022,Company E
3,18-08-2022,Norway,UI/UX Design,998.69,156.59,70.33,Pending,912.43,03-09-2022,Company D
3,09-07-2023,Falkland Islands (Malvinas),UI/UX Design,567.77,96.61,41.23,Pending,512.39,17-07-2023,Company A
54,05-02-2023,Dominican Republic,AI Solution,6748.55,923.39,471.27,Overdue,6296.43,25-02-2023,Company C
94,02-09-2022,China,Mobile App Development,4528.97,865.02,185.1,Pending,3849.05,26-09-2022,Company A
22,16-05-2023,Switzerland,IoT Solution,4484.96,442.45,77.43,Overdue,4119.94,11-06-2023,Company D
77,11-02-2023,Cote d'Ivoire,UI/UX Design,716.32,47.03,53.39,Paid,722.68,19-02-2023,Company B
60,26-09-2022,Dominican Republic,UI/UX Design,992.16,39.34,62.32,Overdue,1015.14,11-10-2022,Company E
29,22-11-2022,Kazakhstan,Mobile App Development,4719.68,347.17,193.84,Overdue,4566.35,29-11-2022,Company B
65,13-05-2023,Finland,AI Solution,4589.61,6.06,322.61,Overdue,4906.16,28-05-2023,Company E
20,27-08-2022,Sweden,UI/UX Design,320.45,3.44,1.58,Paid,318.59,13-09-2022,Company A
67,29-05-2023,Northern Mariana Islands,AI Solution,7458.56,127.97,692.74,Overdue,8023.33,21-06-2023,Company E
6,26-10-2022,Samoa,Web Development,2575.24,245.64,8.81,Pending,2338.41,25-11-2022,Company B
9,06-08-2022,Pakistan,Web Development,2123.75,401.56,164.27,Overdue,1886.46,13-08-2022,Company B
75,09-01-2023,Angola,AI Solution,7861.93,959.51,192.22,Overdue,7094.64,29-01-2023,Company E
43,08-03-2023,Finland,AI Solution,9134.34,1672.06,775.65,Overdue,8237.93,25-03-2023,Company D
43,01-10-2022,Niue,IoT Solution,2152.74,204.49,165.65,Pending,2113.9,08-10-2022,Company B
57,13-10-2022,Wallis and Futuna,UI/UX Design,975.86,80.08,63.74,Overdue,959.52,30-10-2022,Company E
26,15-03-2023,El Salvador,IoT Solution,5530.79,872.93,504.49,Overdue,5162.35,11-04-2023,Company C
85,06-10-2022,Hungary,UI/UX Design,203.1,25.58,3.2,Pending,180.72,01-11-2022,Company A
39,15-04-2023,Morocco,UI/UX Design,226.84,25.81,20.08,Paid,221.11,09-05-2023,Company E
77,05-10-2022,Heard Island and McDonald Islands,Web Development,1626.95,305.32,15.7,Overdue,1337.33,22-10-2022,Company C
60,13-08-2022,Antigua and Barbuda,E-commerce Development,1226.58,87.56,93.74,Overdue,1232.76,21-08-2022,Company B
91,11-05-2023,Israel,E-commerce Development,1621.4,106.59,103.66,Overdue,1618.47,07-06-2023,Company B
53,28-09-2022,Somalia,IoT Solution,2908.95,173.88,36.68,Pending,2771.75,12-10-2022,Company A
7,11-05-2023,Mauritania,Mobile App Development,2436.62,28.47,68.75,Pending,2476.9,02-06-2023,Company D
96,08-09-2022,Saint Pierre and Miquelon,Web Development,1864.9,155.38,25.78,Pending,1735.3,26-09-2022,Company D
47,08-11-2022,Georgia,Web Development,1435.92,10.33,42.42,Overdue,1468.01,08-12-2022,Company A
2,27-08-2022,Nicaragua,UI/UX Design,750.23,33.67,31.85,Overdue,748.41,05-09-2022,Company B
50,11-07-2022,Canada,AI Solution,9909.43,1875.03,860.58,Pending,8894.98,19-07-2022,Company A
91,06-08-2022,Pakistan,E-commerce Development,1304.78,50.15,79.76,Overdue,1334.39,29-08-2022,Company B
100,05-08-2022,Tuvalu,Web Development,918.44,44.28,26.87,Paid,901.03,13-08-2022,Company D
64,05-11-2022,Togo,UI/UX Design,523.1,36.9,14.21,Pending,500.41,23-11-2022,Company C
38,19-03-2023,Monaco,E-commerce Development,2588.59,371.25,12.82,Overdue,2230.16,03-04-2023,Company C
9,02-07-2023,Yemen,E-commerce Development,2732.28,384.8,14.85,Paid,2362.33,22-07-2023,Company C
40,08-08-2022,Costa Rica,E-commerce Development,3044.47,163.79,42.28,Overdue,2922.96,26-08-2022,Company C
4,03-05-2023,Sweden,IoT Solution,6499.37,254.61,290.63,Pending,6535.39,16-05-2023,Company B
38,27-07-2022,Costa Rica,Mobile App Development,3372.55,15.06,147.13,Overdue,3504.62,09-08-2022,Company B
8,08-01-2023,Maldives,IoT Solution,7526.24,1372.86,483.39,Overdue,6636.77,26-01-2023,Company C
14,06-07-2023,French Polynesia,Mobile App Development,2761.93,514.07,82.42,Overdue,2330.28,17-07-2023,Company B
80,27-01-2023,Greece,UI/UX Design,790.58,92.49,15.71,Pending,713.8,15-02-2023,Company A
11,17-11-2022,Portugal,Web Development,2050.59,66.33,106.02,Paid,2090.28,03-12-2022,Company B
61,01-10-2022,Solomon Islands,IoT Solution,4780.52,528.88,413.17,Overdue,4664.81,16-10-2022,Company C
77,28-07-2022,Botswana,AI Solution,6296.23,1095.52,297.6,Overdue,5498.31,06-08-2022,Company D
14,24-09-2022,Vanuatu,IoT Solution,3082.73,557.38,169.78,Paid,2695.13,14-10-2022,Company A
55,30-05-2023,Saint Barthelemy,Web Development,2244.54,397.32,123.59,Pending,1970.81,19-06-2023,Company A
41,18-08-2022,United Arab Emirates,E-commerce Development,1406.25,131.93,113.55,Pending,1387.87,30-08-2022,Company D
6,30-09-2022,Cayman Islands,Web Development,2866.7,295.74,103.31,Paid,2674.27,29-10-2022,Company D
29,28-11-2022,Georgia,UI/UX Design,241.15,16.51,5.95,Overdue,230.59,08-12-2022,Company D
13,17-08-2022,Chad,E-commerce Development,1529.39,298.99,138.19,Paid,1368.59,02-09-2022,Company E
65,27-03-2023,Kenya,UI/UX Design,862.73,160.45,69.24,Overdue,771.52,18-04-2023,Company D
47,29-07-2022,Brunei Darussalam,IoT Solution,5662.13,277.75,60.22,Pending,5444.6,17-08-2022,Company A
91,20-10-2022,Marshall Islands,Mobile App Development,2867.42,349.95,165.03,Pending,2682.5,15-11-2022,Company D
85,10-06-2023,Djibouti,Mobile App Development,3365.68,335.25,72.07,Pending,3102.5,04-07-2023,Company C
54,15-11-2022,Wallis and Futuna,UI/UX Design,374.88,35.58,0.02,Paid,339.32,25-11-2022,Company E
23,27-03-2023,Hungary,UI/UX Design,712.67,11.25,33.73,Overdue,735.15,21-04-2023,Company D
50,06-02-2023,Western Sahara,Mobile App Development,3071.84,522.63,225.73,Pending,2774.94,06-03-2023,Company A
85,17-03-2023,Oman,UI/UX Design,858.15,96.08,84.51,Paid,846.58,06-04-2023,Company C
31,17-08-2022,Korea,E-commerce Development,2954.81,155.76,241.32,Paid,3040.37,05-09-2022,Company D
25,17-08-2022,Lebanon,E-commerce Development,2117.1,43.32,18.96,Pending,2092.74,28-08-2022,Company C
36,28-03-2023,Japan,AI Solution,7089.12,1335.62,558.42,Pending,6311.92,17-04-2023,Company B
27,20-05-2023,Iceland,Web Development,1716.16,311.32,36.62,Overdue,1441.46,29-05-2023,Company D
33,13-08-2022,Germany,IoT Solution,3461.12,572.06,79.44,Pending,2968.5,07-09-2022,Company C
22,03-02-2023,Panama,IoT Solution,5323.49,752.12,173.56,Overdue,4744.93,11-02-2023,Company E
90,30-01-2023,Sierra Leone,AI Solution,9760.39,1274.58,159.39,Overdue,8645.2,24-02-2023,Company E
80,14-10-2022,Mozambique,AI Solution,9443.23,192.36,310.49,Pending,9561.36,24-10-2022,Company C
32,01-07-2023,Saint Kitts and Nevis,Web Development,2330.85,298.2,7.14,Paid,2039.79,17-07-2023,Company B
92,25-05-2023,United States Virgin Islands,E-commerce Development,3572.05,355.68,292.16,Overdue,3508.53,09-06-2023,Company E
73,29-03-2023,Portugal,Mobile App Development,1483.22,47.65,100.67,Paid,1536.24,05-04-2023,Company A
91,14-05-2023,Dominican Republic,AI Solution,4203.88,436.13,339.91,Overdue,4107.66,08-06-2023,Company E
90,12-11-2022,India,AI Solution,5254.9,538.14,153.84,Paid,4870.6,20-11-2022,Company D
66,09-11-2022,Wallis and Futuna,UI/UX Design,934.45,142.95,56.66,Pending,848.16,01-12-2022,Company E
16,11-03-2023,Seychelles,UI/UX Design,903.52,28.62,81.52,Paid,956.42,19-03-2023,Company D
52,02-07-2023,Comoros,Web Development,2657.56,518.26,140.21,Overdue,2279.51,16-07-2023,Company A
9,15-03-2023,Bosnia and Herzegovina,UI/UX Design,413.42,35.47,26.45,Overdue,404.4,22-03-2023,Company E
30,16-02-2023,Montenegro,IoT Solution,3568.96,25.56,264.62,Pending,3808.02,23-02-2023,Company E
63,11-03-2023,Ghana,IoT Solution,3108.51,419.39,93.89,Paid,2783.01,18-03-2023,Company B
78,13-07-2022,Latvia,E-commerce Development,1311.18,116.85,21.96,Overdue,1216.29,30-07-2022,Company B
35,29-05-2023,Heard Island and McDonald Islands,E-commerce Development,4099,87.68,50.86,Pending,4062.18,10-06-2023,Company E
82,27-07-2022,Bulgaria,Mobile App Development,4531.32,233.25,95.22,Pending,4393.29,12-08-2022,Company E
36,16-01-2023,Guadeloupe,Web Development,1003.25,99.62,74.99,Paid,978.62,02-02-2023,Company B
20,14-08-2022,Bangladesh,IoT Solution,2144.71,189.85,166.52,Overdue,2121.38,22-08-2022,Company D
17,23-06-2023,Equatorial Guinea,AI Solution,8789.54,956.7,506.88,Overdue,8339.72,05-07-2023,Company C
19,26-08-2022,San Marino,AI Solution,9742.46,727.53,709.25,Paid,9724.18,05-09-2022,Company D
89,14-09-2022,Kazakhstan,E-commerce Development,4723.85,206.68,341.21,Pending,4858.38,09-10-2022,Company B
19,18-06-2023,Tanzania,E-commerce Development,2123.94,100.7,156.5,Paid,2179.74,05-07-2023,Company B
6,18-08-2022,Ecuador,IoT Solution,6511.2,10.2,95.71,Paid,6596.71,13-09-2022,Company D
71,05-07-2023,Vanuatu,IoT Solution,3012.13,222.94,253.35,Paid,3042.54,19-07-2023,Company B
25,05-05-2023,Congo,E-commerce Development,3760.95,268.19,258.09,Paid,3750.85,20-05-2023,Company A
80,28-01-2023,Austria,Web Development,594.88,93.4,42.28,Pending,543.76,14-02-2023,Company D
94,13-04-2023,Burkina Faso,IoT Solution,4792.51,445.33,346.6,Paid,4693.78,23-04-2023,Company D
72,11-03-2023,Bangladesh,E-commerce Development,2979.44,252.35,149.61,Overdue,2876.7,09-04-2023,Company B
9,01-06-2023,Mongolia,UI/UX Design,786.72,4.17,58.93,Overdue,841.48,12-06-2023,Company C
7,03-06-2023,Norfolk Island,IoT Solution,3990.2,449.88,61.01,Pending,3601.33,17-06-2023,Company D
54,24-01-2023,Taiwan,Mobile App Development,3969.95,510.71,20.74,Pending,3479.98,12-02-2023,Company C
28,03-10-2022,Hong Kong,Mobile App Development,2392.29,174.05,70.43,Paid,2288.67,17-10-2022,Company A
30,30-08-2022,Palau,UI/UX Design,220.11,13.24,0.6,Paid,207.47,21-09-2022,Company A
70,13-03-2023,New Zealand,UI/UX Design,921.77,71.71,47.89,Pending,897.95,09-04-2023,Company C
71,30-09-2022,Belarus,Web Development,1210.96,181.49,3.3,Pending,1032.77,23-10-2022,Company A
98,28-06-2023,Myanmar,IoT Solution,4393.73,808.24,392.81,Paid,3978.3,11-07-2023,Company C
30,11-09-2022,Bulgaria,AI Solution,7894.06,1252.05,284.79,Pending,6926.8,11-10-2022,Company A
40,22-02-2023,Moldova,IoT Solution,4993.97,719.72,383.1,Paid,4657.35,09-03-2023,Company B
13,24-06-2023,Central African Republic,UI/UX Design,752.37,32.62,4.03,Paid,723.78,19-07-2023,Company C
9,17-07-2022,Svalbard & Jan Mayen Islands,IoT Solution,6301.7,1142.18,361.91,Paid,5521.43,16-08-2022,Company B
19,23-10-2022,Central African Republic,Web Development,2725.81,399.75,243.62,Paid,2569.68,18-11-2022,Company A
90,26-07-2022,Mauritania,Mobile App Development,3254.24,0.92,243.93,Paid,3497.25,13-08-2022,Company E
32,28-10-2022,Congo,UI/UX Design,475.02,8.99,38.56,Paid,504.59,15-11-2022,Company E
39,25-11-2022,Niger,Mobile App Development,2184.08,209.3,209.81,Paid,2184.59,19-12-2022,Company A
16,24-06-2023,Ecuador,UI/UX Design,926.62,159.94,75.11,Overdue,841.79,14-07-2023,Company D
32,24-09-2022,Turkmenistan,Web Development,1298.04,46.76,85.18,Paid,1336.46,18-10-2022,Company B
14,28-07-2022,Georgia,IoT Solution,2413.49,401.09,208.7,Pending,2221.1,15-08-2022,Company C
49,26-06-2023,Niger,AI Solution,4180.3,268.65,332.25,Overdue,4243.9,26-07-2023,Company B
68,06-08-2022,Algeria,UI/UX Design,202.38,33.28,13.04,Overdue,182.14,28-08-2022,Company E
51,30-12-2022,Finland,Web Development,1294.32,76.66,22.34,Pending,1240,17-01-2023,Company E
90,18-09-2022,Greece,IoT Solution,4797.52,20.66,110.06,Overdue,4886.92,16-10-2022,Company E
51,16-04-2023,Latvia,AI Solution,5120.3,296.58,403.01,Paid,5226.73,01-05-2023,Company C
97,28-07-2022,Tajikistan,AI Solution,4735.93,328.97,92.11,Overdue,4499.07,25-08-2022,Company D
86,31-03-2023,Yemen,E-commerce Development,1706.04,87.73,17.3,Overdue,1635.61,17-04-2023,Company E
99,20-03-2023,Mauritius,E-commerce Development,1021.75,5.86,98.54,Paid,1114.43,28-03-2023,Company D
95,07-11-2022,Central African Republic,IoT Solution,3715.98,294.18,159.79,Paid,3581.59,20-11-2022,Company A
16,05-03-2023,Malawi,AI Solution,5779.76,925.4,26.29,Paid,4880.65,28-03-2023,Company A
17,23-10-2022,Namibia,IoT Solution,3781.82,115.06,39.22,Overdue,3705.98,13-11-2022,Company C
79,29-09-2022,Switzerland,Web Development,2083.03,93.48,97.7,Paid,2087.25,18-10-2022,Company B
18,16-12-2022,Antigua and Barbuda,AI Solution,7110.47,1145.64,229.86,Overdue,6194.69,09-01-2023,Company B
47,12-04-2023,Paraguay,IoT Solution,6262.95,992.42,166.5,Pending,5437.03,12-05-2023,Company D
26,10-06-2023,Congo,Web Development,1292.95,19.73,86.98,Pending,1360.2,18-06-2023,Company C
10,21-02-2023,Western Sahara,AI Solution,5217.62,772.42,262.79,Paid,4707.99,08-03-2023,Company E
88,17-01-2023,Morocco,IoT Solution,5222.53,558.01,135.12,Paid,4799.64,28-01-2023,Company B
21,08-07-2023,Nepal,UI/UX Design,852.22,68.96,56.45,Pending,839.71,05-08-2023,Company E
39,30-05-2023,Qatar,UI/UX Design,577.05,113.21,41.32,Overdue,505.16,10-06-2023,Company A
71,15-01-2023,Bouvet Island (Bouvetoya),Mobile App Development,3881.91,11.62,187.13,Pending,4057.42,02-02-2023,Company D
52,18-05-2023,Romania,IoT Solution,5122.75,619.49,143.84,Pending,4647.1,31-05-2023,Company E
70,14-07-2022,Bangladesh,AI Solution,7702.72,357.58,48.53,Overdue,7393.67,10-08-2022,Company C
60,02-12-2022,Faroe Islands,IoT Solution,6185.95,236.72,233.35,Overdue,6182.58,29-12-2022,Company D
70,23-07-2022,Lebanon,Web Development,2413.88,37.75,100.79,Overdue,2476.92,20-08-2022,Company A
1,19-12-2022,Mauritania,IoT Solution,7825.45,1542.03,730.48,Pending,7013.9,18-01-2023,Company B
45,05-01-2023,Syrian Arab Republic,AI Solution,4888.91,576.79,240.24,Pending,4552.36,03-02-2023,Company B
5,10-07-2022,China,Web Development,2927.16,582.62,18,Paid,2362.54,30-07-2022,Company B
63,07-02-2023,Serbia,AI Solution,8478.88,758.89,298.5,Pending,8018.49,17-02-2023,Company B
60,13-06-2023,Malta,UI/UX Design,852.23,37.85,36.96,Paid,851.34,13-07-2023,Company A
38,13-05-2023,Guyana,UI/UX Design,841.16,66.94,54.99,Pending,829.21,30-05-2023,Company C
52,08-08-2022,Iraq,AI Solution,9874.55,1276.27,640.62,Overdue,9238.9,16-08-2022,Company C
48,18-09-2022,Saint Pierre and Miquelon,AI Solution,9644.28,280.8,836.43,Paid,10199.91,28-09-2022,Company E
93,17-09-2022,Argentina,AI Solution,8701.51,457.33,523.67,Pending,8767.85,01-10-2022,Company B
59,22-09-2022,Bosnia and Herzegovina,E-commerce Development,1754.04,133.69,135.72,Overdue,1756.07,30-09-2022,Company C
9,19-09-2022,Mauritania,AI Solution,7869.11,735.92,708.97,Pending,7842.16,27-09-2022,Company C
51,26-10-2022,Liechtenstein,UI/UX Design,964.66,187.91,14.7,Paid,791.45,04-11-2022,Company E
30,07-06-2023,Syrian Arab Republic,Web Development,941.83,133.48,17.17,Paid,825.52,29-06-2023,Company C
73,11-11-2022,Eritrea,E-commerce Development,2159.85,62.16,83.24,Overdue,2180.93,24-11-2022,Company E
16,11-09-2022,Libyan Arab Jamahiriya,E-commerce Development,2627.22,334.93,123.48,Paid,2415.77,04-10-2022,Company C
69,24-07-2022,Burkina Faso,Web Development,1182.36,155.09,32.38,Paid,1059.65,12-08-2022,Company C
71,28-11-2022,Gibraltar,AI Solution,3730.97,603.42,235.45,Overdue,3363,27-12-2022,Company B
76,27-04-2023,Georgia,UI/UX Design,774.07,114.94,22.2,Overdue,681.33,17-05-2023,Company A
17,17-12-2022,Northern Mariana Islands,IoT Solution,6940.69,1180.53,254.35,Pending,6014.51,24-12-2022,Company D
49,15-11-2022,China,UI/UX Design,750.87,12.14,60.41,Pending,799.14,13-12-2022,Company D
98,11-10-2022,Hong Kong,Web Development,697.77,47.76,9.36,Overdue,659.37,01-11-2022,Company E
45,06-10-2022,Maldives,E-commerce Development,1499.14,76.7,149.84,Overdue,1572.28,29-10-2022,Company A
33,18-11-2022,Rwanda,Mobile App Development,4257.27,406.19,383.29,Paid,4234.37,02-12-2022,Company E
32,15-09-2022,Mexico,E-commerce Development,1350.18,79.22,97.62,Paid,1368.58,07-10-2022,Company E
37,16-08-2022,United States of America,UI/UX Design,401.91,78.73,22.26,Pending,345.44,09-09-2022,Company E
5,28-12-2022,Togo,UI/UX Design,342.6,44.12,19.09,Paid,317.57,08-01-2023,Company E
99,21-10-2022,Nepal,E-commerce Development,4822.09,428.11,425.79,Overdue,4819.77,10-11-2022,Company C
73,26-07-2022,Bulgaria,IoT Solution,5611.71,349.52,223.87,Pending,5486.06,11-08-2022,Company A
40,24-08-2022,Zambia,Web Development,1024.81,152.78,102.11,Pending,974.14,20-09-2022,Company D
95,04-05-2023,Timor-Leste,UI/UX Design,604.78,75.61,4.33,Pending,533.5,20-05-2023,Company C
9,26-09-2022,Costa Rica,IoT Solution,5520.42,56.85,322.31,Paid,5785.88,23-10-2022,Company E
45,15-08-2022,Cuba,E-commerce Development,1426.35,22.7,117.14,Overdue,1520.79,26-08-2022,Company D
89,01-06-2023,Eritrea,UI/UX Design,980.69,28.77,47.78,Pending,999.7,22-06-2023,Company B
5,18-04-2023,Panama,IoT Solution,4639.3,226.61,120.76,Overdue,4533.45,06-05-2023,Company B
68,12-10-2022,Nauru,Web Development,2777.84,420.44,241.07,Pending,2598.47,31-10-2022,Company A
57,19-07-2022,Antarctica (the territory South of 60 deg S),UI/UX Design,481.32,23.96,18.79,Paid,476.15,17-08-2022,Company E
37,29-12-2022,Botswana,UI/UX Design,706.6,100.45,63.98,Pending,670.13,25-01-2023,Company B
4,23-06-2023,Hungary,Web Development,1201.1,85.06,103.91,Paid,1219.95,05-07-2023,Company B
90,07-08-2022,Panama,UI/UX Design,384.83,6.58,7.86,Overdue,386.11,26-08-2022,Company B
72,17-10-2022,Tonga,UI/UX Design,750.41,42.62,9.94,Overdue,717.73,06-11-2022,Company D
56,30-05-2023,Afghanistan,Web Development,2518.66,279.48,81.46,Overdue,2320.64,22-06-2023,Company C
9,28-12-2022,Chad,UI/UX Design,317.63,61.53,21.32,Paid,277.42,10-01-2023,Company D
13,08-01-2023,Haiti,IoT Solution,6702.74,781.78,460.42,Pending,6381.38,21-01-2023,Company C
20,24-04-2023,Guinea,Mobile App Development,1025.86,107.37,16.01,Paid,934.5,15-05-2023,Company D
42,06-10-2022,Ghana,AI Solution,6011.49,517.95,210.34,Pending,5703.88,25-10-2022,Company A
57,04-09-2022,Maldives,Web Development,2830.39,337.29,261.52,Paid,2754.62,16-09-2022,Company B
26,25-01-2023,Burkina Faso,E-commerce Development,4618.08,813.35,369.97,Pending,4174.7,14-02-2023,Company C
35,24-07-2022,New Caledonia,E-commerce Development,4395.71,848.73,28.72,Pending,3575.7,10-08-2022,Company C
47,27-08-2022,Rwanda,Web Development,2216.59,116.84,26.54,Overdue,2126.29,04-09-2022,Company C
17,07-07-2023,Turks and Caicos Islands,AI Solution,9181.73,136.98,644.4,Paid,9689.15,23-07-2023,Company B
51,13-04-2023,Sierra Leone,Mobile App Development,2695.04,329.7,13.98,Paid,2379.32,01-05-2023,Company C
36,23-01-2023,Wallis and Futuna,IoT Solution,7357.91,736.7,614.14,Overdue,7235.35,09-02-2023,Company E
20,04-08-2022,Falkland Islands (Malvinas),E-commerce Development,3936.29,511.44,114.07,Pending,3538.92,17-08-2022,Company D
1,05-05-2023,Albania,IoT Solution,5033.67,193.29,465.01,Pending,5305.39,17-05-2023,Company A
69,23-04-2023,Honduras,Mobile App Development,4181.97,147.66,270.21,Pending,4304.52,13-05-2023,Company E
68,05-10-2022,Gabon,UI/UX Design,856.39,42.72,74.76,Paid,888.43,27-10-2022,Company A
60,26-04-2023,Mauritania,IoT Solution,3505.89,365.69,274.13,Overdue,3414.33,25-05-2023,Company D
91,10-08-2022,Belgium,AI Solution,5535.59,676.61,360.54,Pending,5219.52,29-08-2022,Company A
34,13-05-2023,Congo,E-commerce Development,3031.34,273.6,106.55,Overdue,2864.29,01-06-2023,Company B
98,11-01-2023,Bangladesh,E-commerce Development,2951.51,114.93,295.14,Pending,3131.72,22-01-2023,Company A
8,05-01-2023,Palestinian Territory,UI/UX Design,234.71,10.73,23.05,Overdue,247.03,23-01-2023,Company B
73,19-08-2022,Saint Martin,UI/UX Design,675.58,2.38,31.97,Overdue,705.17,01-09-2022,Company E
96,30-01-2023,Egypt,Web Development,774.02,82.39,41.66,Overdue,733.29,22-02-2023,Company C
1,18-03-2023,Monaco,Web Development,1646.91,111.42,70.16,Paid,1605.65,28-03-2023,Company E
7,12-06-2023,Nigeria,AI Solution,4756.09,903.83,286.83,Paid,4139.09,21-06-2023,Company D
85,04-05-2023,Lao People's Democratic Republic,IoT Solution,4516.21,396.22,41.4,Pending,4161.39,18-05-2023,Company B
69,27-04-2023,Sao Tome and Principe,Mobile App Development,4275.19,739.11,338.27,Paid,3874.35,19-05-2023,Company B
63,06-06-2023,Saint Vincent and the Grenadines,Web Development,2733.05,545.54,34.47,Paid,2221.98,26-06-2023,Company D
14,09-10-2022,Saudi Arabia,AI Solution,6645.79,146.79,569.79,Pending,7068.79,07-11-2022,Company B
46,19-05-2023,Korea,IoT Solution,7864.85,199.17,242.77,Overdue,7908.45,05-06-2023,Company B
18,04-09-2022,Belarus,Web Development,543.97,93.36,35.14,Paid,485.75,01-10-2022,Company D
89,15-11-2022,Cook Islands,E-commerce Development,2320.15,43.38,88.32,Pending,2365.09,01-12-2022,Company E
79,24-10-2022,United States Minor Outlying Islands,Web Development,815.24,0.26,58.72,Paid,873.7,20-11-2022,Company B
